Column A,Column B,Column C,Column D,Column E,Column F,Column G,Column H,Column I,Column J,Column K,Column L,Column M,Column N,Column O,Column P,Column Q,Column R,Column S
Nominal A.4,,Nominal C.2,3,6/2/21,5.20896352,Ordinal G.5,TRUE,0.731036987,839658,,887731,,,2.481700671,Nominal P.1,0.683254816,,3
Nominal A.3,Nominal B.4,Nominal C.1,5,12/7/23,-8.107309283,Ordinal G.5,FALSE,0.278983871,302236,3573,217201,,TRUE,24.01872889,Nominal P.1,0.696589585,0.697532463,
Nominal A.2,,Nominal C.1,0,1/21/16,1.52216609,Ordinal G.5,FALSE,,,,507570,Ordinal M.1,,,Nominal P.6,0.610919424,0.037542771,
Nominal A.2,Nominal B.3,Nominal C.2,6,5/22/17,,,FALSE,0.628555115,623934,,,,TRUE,6.321860144,Nominal P.6,0.591435425,0.322374849,
Nominal A.5,Nominal B.4,Nominal C.3,8,10/18/23,5.861567415,Ordinal G.1,FALSE,0.599760246,,110123,,Ordinal M.1,,21.2000813,Nominal P.3,,,9
Nominal A.1,Nominal B.5,Nominal C.1,8,5/24/16,5.415049153,,FALSE,0.435386029,421988,240146,762513,Ordinal M.2,TRUE,20.43249824,Nominal P.3,0.769449719,0.278064723,0
Nominal A.3,Nominal B.1,Nominal C.2,5,5/14/20,,Ordinal G.2,FALSE,,496388,660925,511951,,TRUE,44.05708787,,0.819514828,,4
Nominal A.5,Nominal B.7,Nominal C.3,7,9/28/17,0.159547762,Ordinal G.7,FALSE,0.821666776,265831,119535,155632,,,3.819340046,Nominal P.3,0.437506169,0.57627395,9
Nominal A.3,Nominal B.7,Nominal C.1,4,12/13/16,,Ordinal G.1,TRUE,0.025456582,96943,721501,723040,,TRUE,,Nominal P.2,0.439007155,0.145432604,9
Nominal A.5,Nominal B.7,Nominal C.2,8,8/24/20,,Ordinal G.4,TRUE,,154707,,392062,,,,Nominal P.5,0.177725228,,
Nominal A.3,Nominal B.4,Nominal C.3,4,2/1/19,-8.631486826,Ordinal G.4,FALSE,,189290,312162,978278,Ordinal M.4,,22.4797807,Nominal P.1,0.661874779,,
Nominal A.5,Nominal B.2,Nominal C.2,1,3/9/19,-5.894288999,Ordinal G.1,FALSE,0.335312166,32750,28887,455866,,,41.7620404,Nominal P.1,0.434175513,,8
Nominal A.4,Nominal B.1,Nominal C.2,8,4/20/20,-9.946874081,Ordinal G.3,FALSE,0.708883892,985135,855617,580148,,,43.70318342,,0.386074705,0.623766947,
Nominal A.2,Nominal B.1,Nominal C.2,1,9/10/21,,,FALSE,0.191293285,403897,567563,732677,,TRUE,37.04512502,,0.985778488,0.300937192,5
Nominal A.3,Nominal B.3,Nominal C.3,4,12/14/22,,Ordinal G.1,TRUE,0.013390137,653611,379440,420234,,TRUE,,Nominal P.6,0.508997468,,4
Nominal A.5,Nominal B.7,Nominal C.2,2,4/29/17,-0.296846445,,FALSE,0.210074387,,12293,747724,,TRUE,31.80609707,,0.916560221,0.800065985,7
Nominal A.1,Nominal B.1,Nominal C.1,7,11/24/17,0.1554075,Ordinal G.8,FALSE,0.302761605,289890,491873,234759,,,,Nominal P.6,0.85925861,0.796905229,2
Nominal A.5,Nominal B.4,Nominal C.2,1,11/9/19,8.642390898,Ordinal G.2,FALSE,0.134654456,439393,,266363,,TRUE,6.77761946,Nominal P.3,0.170212288,0.752852801,0
Nominal A.4,Nominal B.1,Nominal C.3,3,6/30/23,-3.198926836,,FALSE,,373519,891347,22902,Ordinal M.1,,,Nominal P.1,0.776885088,0.861688849,7
Nominal A.3,Nominal B.1,Nominal C.2,3,5/18/18,-8.825230991,,FALSE,0.258770109,842304,488438,358066,Ordinal M.3,FALSE,45.19639315,Nominal P.5,0.531109326,0.175806194,
Nominal A.2,,Nominal C.1,3,3/22/19,-3.124000611,,FALSE,,,,,Ordinal M.1,,,Nominal P.3,0.17220566,0.907139509,8
Nominal A.3,Nominal B.7,Nominal C.3,8,3/11/17,5.571003631,,FALSE,,603769,302061,644051,Ordinal M.2,,8.337380041,Nominal P.2,0.003205754,0.75771611,3
Nominal A.3,Nominal B.6,Nominal C.1,8,1/12/17,,Ordinal G.5,FALSE,0.474706551,808291,484614,39144,,,7.562905004,,0.071989663,,
Nominal A.5,Nominal B.2,Nominal C.1,9,4/14/20,,Ordinal G.3,FALSE,0.173771846,,,90192,Ordinal M.2,FALSE,,Nominal P.3,0.575045053,0.020908774,5
Nominal A.5,Nominal B.1,Nominal C.3,3,10/26/20,-7.431771203,Ordinal G.7,FALSE,0.710080832,388759,907749,80832,,FALSE,13.02918912,Nominal P.2,0.755463262,,
Nominal A.5,Nominal B.1,Nominal C.1,5,7/20/16,8.063683068,Ordinal G.7,FALSE,0.309565883,557296,512143,691291,,,26.14719392,Nominal P.6,0.200073911,0.519082067,
Nominal A.4,Nominal B.1,Nominal C.3,3,6/23/17,-3.71759246,Ordinal G.2,FALSE,0.927164431,,,958947,,,3.67022975,,0.736799413,0.710168101,1
Nominal A.5,Nominal B.5,Nominal C.2,3,5/26/22,-1.692521668,Ordinal G.5,FALSE,,463780,699048,796477,Ordinal M.2,FALSE,38.08986872,Nominal P.1,0.761637053,0.124240449,
Nominal A.5,Nominal B.4,Nominal C.3,2,1/3/22,6.006924051,Ordinal G.8,TRUE,,807697,215800,246185,,,1.575366134,Nominal P.2,0.950035323,0.454214825,
Nominal A.3,Nominal B.4,Nominal C.2,6,1/10/20,-3.650515556,,FALSE,0.0227597,,120384,669028,,TRUE,13.20826208,,0.950765568,0.754432598,8
Nominal A.1,Nominal B.7,Nominal C.3,3,1/11/17,-6.748751137,Ordinal G.4,FALSE,0.336095081,74888,,904477,,TRUE,0.413321693,Nominal P.6,0.995364213,0.491641697,6
Nominal A.1,Nominal B.7,Nominal C.1,9,9/25/16,2.958608707,Ordinal G.4,FALSE,,,,96094,,,,,0.764794953,0.064116926,3
Nominal A.5,Nominal B.7,Nominal C.2,7,1/25/19,-4.957496421,Ordinal G.6,FALSE,0.523263549,519802,807607,891902,Ordinal M.1,,38.15347662,Nominal P.1,0.030574462,,0
Nominal A.5,Nominal B.2,Nominal C.3,3,8/10/21,,Ordinal G.2,FALSE,0.592769261,101379,260776,580966,,,12.24138044,,0.888393364,0.548666939,9
Nominal A.5,Nominal B.5,Nominal C.3,2,6/28/19,-0.131351067,Ordinal G.7,FALSE,0.886920901,640773,,390713,Ordinal M.3,FALSE,0.907725055,,0.698531984,0.912704787,5
Nominal A.5,Nominal B.2,Nominal C.1,8,7/29/17,-7.006393022,Ordinal G.8,TRUE,0.450624909,267993,412186,329782,,,,Nominal P.6,0.922648141,0.143487029,
Nominal A.3,Nominal B.3,Nominal C.3,8,6/20/20,-9.608942231,Ordinal G.3,TRUE,0.088151515,243327,296510,421585,,FALSE,25.80849624,,,0.282019548,2
Nominal A.5,Nominal B.6,Nominal C.3,1,10/17/20,-7.868708102,Ordinal G.2,TRUE,0.011794347,,148230,261387,,,,,0.606728915,,4
Nominal A.1,Nominal B.2,Nominal C.1,7,3/3/19,7.227311655,,FALSE,0.761665754,923374,36916,737960,Ordinal M.1,,36.84592195,,0.179562239,0.072226876,9
Nominal A.4,Nominal B.2,Nominal C.2,4,8/6/23,6.289746793,Ordinal G.6,TRUE,0.230892277,812092,896287,71209,,FALSE,,,0.822214133,0.333958755,
Nominal A.4,Nominal B.4,Nominal C.2,2,9/8/21,-9.643554417,Ordinal G.4,FALSE,0.242365232,263933,141497,516938,Ordinal M.4,TRUE,36.21259937,Nominal P.6,0.407624405,,
Nominal A.2,Nominal B.5,Nominal C.1,9,10/4/16,6.314555974,Ordinal G.5,FALSE,0.206451061,611360,686847,806491,Ordinal M.2,,,Nominal P.5,0.882347173,,0
Nominal A.2,Nominal B.1,Nominal C.1,2,6/19/21,1.278118934,Ordinal G.4,FALSE,0.378893032,848271,931830,427097,,,9.709806917,Nominal P.3,0.327403099,0.984347607,
Nominal A.3,Nominal B.4,Nominal C.3,8,9/22/18,0.475748347,Ordinal G.4,FALSE,0.225937093,91371,,791338,Ordinal M.1,TRUE,,Nominal P.5,0.400457465,0.913795763,
Nominal A.4,Nominal B.6,Nominal C.3,1,11/25/20,,,FALSE,,,,254769,Ordinal M.3,,24.1215315,,0.23597514,,
Nominal A.3,Nominal B.3,Nominal C.1,6,7/31/16,,,FALSE,0.341874838,761383,,396326,,TRUE,40.55480076,,0.685156345,0.485425864,
Nominal A.3,Nominal B.4,Nominal C.2,8,2/28/17,-3.076959879,Ordinal G.1,FALSE,0.682180994,110058,440560,361263,Ordinal M.3,FALSE,43.68962988,Nominal P.4,0.669123678,0.879466326,6
Nominal A.4,Nominal B.3,Nominal C.1,4,12/12/16,-5.142519013,,FALSE,0.748361158,,180676,501865,,FALSE,40.10375312,Nominal P.4,0.486460334,0.396729879,7
Nominal A.2,Nominal B.2,Nominal C.3,1,7/19/16,3.738829524,,TRUE,,526096,110539,,,FALSE,6.231805586,Nominal P.3,0.779886661,0.989468488,7
Nominal A.3,Nominal B.4,Nominal C.1,1,12/28/19,4.349796572,Ordinal G.4,TRUE,0.29361507,837071,,805197,Ordinal M.4,TRUE,,Nominal P.1,0.994317928,0.683500931,
Nominal A.1,Nominal B.5,Nominal C.2,6,12/9/20,-7.331336403,Ordinal G.2,TRUE,0.648851114,803280,20351,11603,,,5.634954895,,0.965272551,,
Nominal A.1,Nominal B.3,Nominal C.3,4,10/24/23,-3.826078355,Ordinal G.3,FALSE,,479435,608883,517705,,FALSE,26.37731553,Nominal P.1,0.229488727,0.604701301,0
Nominal A.3,Nominal B.3,Nominal C.3,9,6/28/16,,Ordinal G.4,FALSE,0.336836246,321220,636540,401515,,FALSE,,Nominal P.1,0.35442774,0.231904174,
Nominal A.2,,Nominal C.2,7,7/27/18,-8.308945272,Ordinal G.8,TRUE,,657671,,465929,,,0.384083688,,0.80812416,0.603543575,
Nominal A.4,Nominal B.2,Nominal C.2,0,3/29/19,-1.827618646,Ordinal G.8,TRUE,0.296614333,950777,881732,771075,Ordinal M.2,,43.60207819,Nominal P.6,0.462438112,0.169144249,2
Nominal A.1,Nominal B.4,Nominal C.2,2,4/13/17,-0.633101737,Ordinal G.7,FALSE,0.66243091,778150,633276,468347,Ordinal M.2,TRUE,11.44615608,Nominal P.3,0.146145789,0.575134614,7
Nominal A.4,Nominal B.2,Nominal C.3,4,4/1/22,1.695200856,Ordinal G.1,FALSE,0.220226186,111240,861947,451482,,,43.3085656,Nominal P.3,0.826568252,,6
Nominal A.5,Nominal B.7,Nominal C.2,6,5/27/20,,,TRUE,,665783,,303880,,,41.5103266,Nominal P.5,0.874727717,0.104404061,
Nominal A.3,Nominal B.6,Nominal C.2,5,6/19/20,,,FALSE,0.011661111,450674,,300724,Ordinal M.4,TRUE,5.907515411,Nominal P.3,0.013869585,0.4404606,6
Nominal A.4,Nominal B.4,Nominal C.1,4,10/2/18,-8.522365538,Ordinal G.6,TRUE,,600245,,,Ordinal M.1,TRUE,22.3693475,,0.977211659,0.664122439,
Nominal A.5,Nominal B.2,Nominal C.3,0,3/25/19,5.897882307,Ordinal G.2,FALSE,0.18335037,416941,,604137,,,22.88724243,Nominal P.4,,0.303440182,
Nominal A.2,Nominal B.1,Nominal C.3,4,6/18/22,-4.285582709,,FALSE,0.810001032,928120,545707,375751,,FALSE,,Nominal P.3,0.821586832,0.65784334,9
Nominal A.1,Nominal B.3,Nominal C.3,6,10/19/22,0.990774717,Ordinal G.8,FALSE,,86502,860745,500950,,,15.63224449,Nominal P.6,0.017306053,,2
Nominal A.5,Nominal B.2,Nominal C.3,6,1/17/22,-5.564756311,Ordinal G.4,TRUE,0.582305352,860953,,,,TRUE,13.90660749,Nominal P.3,,,
Nominal A.4,Nominal B.4,Nominal C.1,5,11/21/19,-0.234965586,Ordinal G.7,FALSE,0.874823382,738410,219786,871240,Ordinal M.4,TRUE,21.24310109,Nominal P.1,0.978775244,0.814432943,1
Nominal A.2,Nominal B.2,Nominal C.1,3,11/2/23,,Ordinal G.4,FALSE,0.376568011,982242,,,,,24.10842722,Nominal P.4,0.500044948,0.470701949,3
Nominal A.3,Nominal B.3,Nominal C.3,3,5/12/23,-5.790350692,Ordinal G.6,FALSE,0.24709847,,427930,569348,,,37.93930875,Nominal P.4,0.710051803,0.161097178,5
Nominal A.5,Nominal B.4,Nominal C.3,7,11/24/17,,Ordinal G.7,FALSE,0.592256895,686682,952326,927180,,,32.16476158,Nominal P.6,0.62752548,0.873857218,0
Nominal A.4,,Nominal C.1,1,11/17/16,0.47339297,Ordinal G.3,FALSE,0.392432605,,711229,620863,Ordinal M.4,TRUE,9.352616785,,0.395250368,0.428508271,8
Nominal A.3,Nominal B.4,Nominal C.3,2,1/15/21,8.074014242,Ordinal G.4,FALSE,,,280620,892683,Ordinal M.3,,,Nominal P.3,0.327718842,0.562286633,5
Nominal A.1,Nominal B.5,Nominal C.3,7,12/29/17,-3.932757643,,FALSE,0.573535621,496542,717116,172318,Ordinal M.2,,28.98713772,,0.356244051,0.109934627,
Nominal A.2,Nominal B.1,Nominal C.1,8,1/23/20,,Ordinal G.7,FALSE,0.513624752,,,767730,,,29.38260046,,0.716791749,,
Nominal A.2,Nominal B.6,Nominal C.1,6,8/18/22,,Ordinal G.2,TRUE,,776341,889186,,Ordinal M.4,,41.59329528,,0.16564092,0.944505656,7
Nominal A.1,Nominal B.6,Nominal C.2,6,7/26/23,-9.479870909,,FALSE,,807759,,99295,,TRUE,16.60007133,Nominal P.1,0.689193569,0.756988538,6
Nominal A.1,Nominal B.6,Nominal C.3,4,3/29/16,6.800803292,Ordinal G.8,FALSE,0.702513003,459379,799774,,,FALSE,44.8306008,Nominal P.3,0.790066814,0.760709224,3
Nominal A.2,Nominal B.5,Nominal C.1,8,10/7/17,5.920867557,Ordinal G.7,FALSE,0.021895493,,36252,83903,,FALSE,,Nominal P.5,0.269314799,,4
Nominal A.5,Nominal B.6,Nominal C.3,8,4/12/18,6.918259541,,FALSE,0.989751822,,,210159,,FALSE,,,0.622469178,0.653647125,6
Nominal A.1,Nominal B.5,Nominal C.1,5,10/6/22,-7.446251561,Ordinal G.1,FALSE,,,153904,957834,,,,Nominal P.5,0.634504395,0.329044668,2
Nominal A.1,Nominal B.7,Nominal C.3,4,1/26/21,8.644476422,Ordinal G.5,FALSE,,786567,,224880,,,,Nominal P.3,0.389957652,0.714465126,1
Nominal A.3,Nominal B.2,Nominal C.2,5,12/16/17,,Ordinal G.4,FALSE,,566053,559680,766712,Ordinal M.4,TRUE,0.433118684,Nominal P.4,0.574445814,0.341028902,
Nominal A.1,Nominal B.4,Nominal C.2,4,12/7/21,4.233654216,Ordinal G.8,FALSE,,763442,84470,,Ordinal M.1,,,,0.128740465,,2
Nominal A.3,Nominal B.1,Nominal C.3,3,11/3/22,6.533328823,Ordinal G.6,FALSE,,659699,,183992,,,36.22509037,Nominal P.1,0.863662617,0.631015312,
Nominal A.1,Nominal B.3,Nominal C.2,4,2/1/21,9.785473475,,FALSE,0.196949236,,951203,291801,Ordinal M.1,FALSE,1.913081763,Nominal P.4,0.2208638,0.330581687,6
Nominal A.4,Nominal B.7,Nominal C.1,8,7/25/18,-3.633524685,Ordinal G.3,TRUE,0.470410984,473998,744191,,,,4.219941061,Nominal P.6,0.520433732,0.424968947,4
Nominal A.5,Nominal B.1,Nominal C.1,9,2/25/23,,Ordinal G.5,FALSE,0.547872069,93916,828808,,,FALSE,3.702798399,Nominal P.1,0.560557328,0.1580439,8
Nominal A.5,Nominal B.1,Nominal C.3,7,6/14/16,,,FALSE,,,,141171,,,14.18128716,Nominal P.6,0.749585731,0.682961607,2
Nominal A.5,Nominal B.7,Nominal C.2,9,1/16/22,4.427029346,Ordinal G.1,FALSE,0.257427749,347827,,,,,39.397257,Nominal P.1,0.713935802,0.636669298,9
Nominal A.1,Nominal B.6,Nominal C.1,9,11/11/21,-5.210891578,Ordinal G.3,FALSE,,,857336,868879,Ordinal M.2,TRUE,33.25126193,Nominal P.4,0.71251915,0.363301819,
Nominal A.5,Nominal B.1,Nominal C.1,9,8/4/23,,Ordinal G.8,FALSE,,643176,521754,,,,,Nominal P.6,,,4
Nominal A.2,Nominal B.4,Nominal C.1,0,7/18/23,-7.883879337,,TRUE,0.949351294,884119,279361,,Ordinal M.4,FALSE,0.401158581,,0.862353205,,
Nominal A.3,,Nominal C.1,4,9/8/22,1.002197355,Ordinal G.7,FALSE,,,861189,39969,,,,Nominal P.1,0.115724735,0.735843938,8
Nominal A.4,Nominal B.6,Nominal C.2,3,1/3/21,5.337173897,,FALSE,0.631053391,442430,47872,476994,Ordinal M.2,TRUE,32.12364621,Nominal P.1,0.878444168,0.170276615,0
Nominal A.2,Nominal B.7,Nominal C.2,7,4/2/17,-6.035144407,Ordinal G.3,FALSE,0.903158778,,272673,,,,22.44757182,,0.826199649,,
Nominal A.3,Nominal B.3,Nominal C.2,2,1/1/18,2.064707819,,FALSE,0.201373791,391204,509122,966119,,,16.71190726,,0.301048382,0.60765725,
Nominal A.2,Nominal B.2,Nominal C.1,5,3/1/23,-1.662690019,Ordinal G.8,FALSE,,281847,103473,207167,,,10.66486341,Nominal P.2,0.496823066,0.235793837,
Nominal A.5,Nominal B.4,Nominal C.1,4,4/8/19,,Ordinal G.4,FALSE,0.586708964,,954360,,,TRUE,,,0.534638448,,1
Nominal A.5,Nominal B.5,Nominal C.1,2,2/26/23,-6.962959262,Ordinal G.7,TRUE,0.053854611,,876217,553229,,FALSE,,Nominal P.2,0.084334897,,0
Nominal A.3,Nominal B.4,Nominal C.1,0,3/27/19,-9.576053318,Ordinal G.2,TRUE,,623889,749182,785748,Ordinal M.1,,25.89491508,,0.55910367,0.14134416,
Nominal A.4,Nominal B.2,Nominal C.2,7,5/7/21,6.044706014,,FALSE,0.218867341,943771,853278,968635,,FALSE,29.61203906,Nominal P.6,0.439469396,0.556153666,9
Nominal A.3,Nominal B.6,Nominal C.3,2,10/21/23,-5.188455961,Ordinal G.1,FALSE,,307041,394271,870040,,TRUE,40.05620851,,0.439489626,0.467007306,1
Nominal A.2,Nominal B.4,Nominal C.1,2,4/11/23,3.276359876,Ordinal G.4,FALSE,,340099,,893230,Ordinal M.4,,11.62601146,,0.547053271,0.050815229,5
Nominal A.4,Nominal B.6,Nominal C.1,1,3/15/16,-2.478500236,Ordinal G.7,FALSE,0.516783053,570644,335590,130142,,,,,0.67495496,0.033039903,
Nominal A.4,Nominal B.7,Nominal C.3,3,7/16/18,3.337934713,Ordinal G.2,FALSE,0.380988142,638731,,,Ordinal M.1,,27.68821865,Nominal P.3,0.620610766,0.377055659,8
Nominal A.5,Nominal B.2,Nominal C.3,9,1/24/18,-7.453333116,,FALSE,,161763,,903427,,FALSE,6.563612188,Nominal P.5,0.906535647,0.077160366,6
Nominal A.3,Nominal B.7,Nominal C.2,6,6/1/16,-2.805500126,Ordinal G.7,TRUE,0.280450454,,641223,706016,,TRUE,34.32976919,Nominal P.1,0.137961636,0.285480414,
Nominal A.3,Nominal B.1,Nominal C.3,4,9/10/23,-0.74056631,,FALSE,0.677823844,893482,897007,,,TRUE,,Nominal P.1,0.191118904,0.237763147,9
Nominal A.5,Nominal B.5,Nominal C.3,1,8/10/18,-3.229482734,,FALSE,0.384565231,94678,807385,122067,,,7.077923293,,0.615011952,0.563154867,
Nominal A.2,,Nominal C.1,8,1/7/23,0.652492641,,FALSE,0.098364544,463312,728173,260141,Ordinal M.3,FALSE,,,0.558260522,0.800612668,
Nominal A.3,Nominal B.5,Nominal C.2,8,9/6/21,4.772439195,Ordinal G.2,FALSE,,943621,185408,,,,41.83116039,Nominal P.1,0.508921721,0.369329975,
Nominal A.2,Nominal B.6,Nominal C.3,1,9/15/17,,Ordinal G.4,TRUE,,809072,401414,644154,Ordinal M.4,,16.47171943,Nominal P.3,0.403618002,0.366780315,
Nominal A.2,Nominal B.4,Nominal C.2,3,1/2/17,-5.185566765,Ordinal G.3,FALSE,0.582826741,873685,776165,279416,,TRUE,4.226192218,Nominal P.2,0.301896776,,6
Nominal A.1,Nominal B.6,Nominal C.2,7,5/24/22,,,FALSE,0.018823972,,892458,690878,,TRUE,26.44564806,Nominal P.5,0.535357,0.571214803,4
Nominal A.5,Nominal B.4,Nominal C.2,1,1/7/16,8.513242877,Ordinal G.6,TRUE,0.936940942,693054,334312,590188,Ordinal M.2,FALSE,32.02540535,,,0.615115085,5
Nominal A.5,Nominal B.3,Nominal C.2,1,10/5/22,2.913175441,,FALSE,0.926534261,,772503,21690,Ordinal M.2,,,,0.46535777,0.627420691,
Nominal A.5,Nominal B.7,Nominal C.2,3,8/16/18,7.310225778,,FALSE,,948221,,447172,,,38.75337763,Nominal P.1,0.117334434,0.564274065,7
Nominal A.2,Nominal B.2,Nominal C.1,5,6/19/22,,,FALSE,0.903026031,156978,112410,784068,,FALSE,4.674621938,Nominal P.1,,0.080583284,8
Nominal A.1,Nominal B.7,Nominal C.1,1,11/4/18,,Ordinal G.5,FALSE,,,999283,,Ordinal M.3,,47.72479798,Nominal P.6,0.512299666,0.64347648,
Nominal A.3,Nominal B.1,Nominal C.1,7,3/20/22,-2.475733442,Ordinal G.1,FALSE,0.562497254,,553520,493490,Ordinal M.4,,26.30855102,Nominal P.1,,0.683058047,4
Nominal A.2,Nominal B.5,Nominal C.2,2,11/8/23,-3.890877217,Ordinal G.4,FALSE,,,326650,766694,Ordinal M.4,,3.988698443,Nominal P.2,0.036643178,,0
Nominal A.2,Nominal B.2,Nominal C.2,5,10/29/22,-4.809099129,Ordinal G.7,TRUE,0.350339126,40524,908159,464202,,TRUE,5.477138238,,0.756882388,,
Nominal A.1,Nominal B.6,Nominal C.2,3,6/25/20,-7.324929199,,FALSE,,,,257338,Ordinal M.4,FALSE,39.74704649,Nominal P.3,0.697947319,0.563388645,1
Nominal A.1,Nominal B.2,Nominal C.2,2,9/23/23,-9.32793547,Ordinal G.1,FALSE,0.698549142,502673,470001,,,TRUE,35.1417207,,0.722552425,0.065562302,
Nominal A.4,Nominal B.4,Nominal C.1,8,7/18/18,6.749258927,Ordinal G.6,TRUE,0.672089948,,604153,368188,Ordinal M.3,FALSE,0.693733606,Nominal P.5,0.291959641,0.488505806,8
Nominal A.2,Nominal B.3,Nominal C.1,2,3/28/19,,Ordinal G.7,FALSE,,881036,620814,991119,,TRUE,,Nominal P.2,0.783658853,0.193808822,
Nominal A.1,,Nominal C.1,0,7/23/17,2.019387234,,FALSE,,59066,868609,755731,Ordinal M.2,TRUE,,Nominal P.5,0.8991678,0.008867932,1
Nominal A.3,Nominal B.1,Nominal C.2,5,12/23/16,5.008424189,Ordinal G.2,TRUE,0.717053722,,,86629,Ordinal M.3,,18.60589448,Nominal P.6,,,5
Nominal A.3,Nominal B.6,Nominal C.1,0,9/15/23,6.928587976,Ordinal G.7,TRUE,0.692103967,745445,242420,416078,Ordinal M.4,,30.15797568,,0.275209165,,
Nominal A.2,,Nominal C.2,5,12/25/23,,Ordinal G.3,FALSE,,313817,758724,602221,,FALSE,31.19524901,Nominal P.2,0.698154004,0.172600099,
Nominal A.2,Nominal B.5,Nominal C.1,7,4/11/16,2.720359564,,FALSE,,,214644,626544,Ordinal M.3,,13.83592042,,0.640994467,0.276504567,
Nominal A.2,Nominal B.7,Nominal C.3,0,12/19/21,,Ordinal G.5,FALSE,0.626176575,644999,298325,996833,,,39.13399601,Nominal P.3,0.673542287,,
Nominal A.5,Nominal B.5,Nominal C.1,3,1/9/21,-3.115475,,FALSE,0.494895902,256916,410964,113864,,,,Nominal P.4,0.490674028,0.535725138,
Nominal A.4,Nominal B.6,Nominal C.2,5,10/2/20,3.079254328,Ordinal G.4,FALSE,0.818703005,325635,856425,672270,,TRUE,19.03409676,Nominal P.3,0.74500197,0.364983008,
Nominal A.5,,Nominal C.1,0,7/11/18,3.548691345,Ordinal G.5,FALSE,0.61215,336259,447390,186785,,TRUE,,Nominal P.3,,0.870880403,
Nominal A.1,Nominal B.6,Nominal C.2,8,10/13/16,-3.270150294,,FALSE,0.033434868,989926,929361,708430,,TRUE,,Nominal P.4,0.084195418,0.42058571,9
Nominal A.5,Nominal B.1,Nominal C.2,8,2/22/20,,Ordinal G.7,FALSE,0.991482554,86193,241264,,Ordinal M.4,,,,0.647901472,0.853489634,4
Nominal A.1,Nominal B.2,Nominal C.3,9,8/30/16,-4.911445315,Ordinal G.3,TRUE,0.077761951,736037,,702680,Ordinal M.2,TRUE,4.865950991,,0.739318512,0.2011595,1
Nominal A.5,Nominal B.2,Nominal C.3,8,12/19/20,-0.078525943,Ordinal G.3,FALSE,,797672,,887794,,,14.8920756,,0.650028627,0.35156578,4
Nominal A.4,Nominal B.3,Nominal C.1,4,6/1/20,-9.322853802,Ordinal G.5,FALSE,,106073,,,,,24.26653184,Nominal P.6,0.684611929,0.624899172,3
Nominal A.1,Nominal B.6,Nominal C.2,0,11/10/22,8.13660674,Ordinal G.3,FALSE,,213510,624606,831406,Ordinal M.3,TRUE,7.536715788,Nominal P.4,0.882363026,0.471619496,
Nominal A.2,Nominal B.7,Nominal C.1,2,7/27/16,-1.546018457,Ordinal G.4,FALSE,0.616715565,566155,232592,22374,,,41.69075688,,0.891542532,0.337308088,6
Nominal A.1,Nominal B.4,Nominal C.3,5,2/25/22,-0.784563322,Ordinal G.6,FALSE,0.806629197,,408895,654312,,FALSE,44.75271371,Nominal P.5,,0.10756424,
Nominal A.1,Nominal B.7,Nominal C.2,1,8/10/22,-2.07994111,,FALSE,0.568597558,600832,227125,877187,,FALSE,20.56885375,Nominal P.6,0.406103693,0.38161494,0
Nominal A.2,Nominal B.6,Nominal C.1,3,3/13/20,4.948920733,Ordinal G.4,FALSE,0.995708442,752239,905347,216859,,,30.61388538,Nominal P.6,0.980822057,0.744413991,
Nominal A.4,Nominal B.1,Nominal C.3,0,12/29/17,1.386699466,Ordinal G.1,FALSE,0.602527867,46917,521212,46345,,FALSE,,Nominal P.2,0.812576847,0.315070889,
Nominal A.2,Nominal B.6,Nominal C.2,7,3/1/23,-1.37445378,Ordinal G.2,TRUE,0.787393555,,241888,476154,,,0.493608546,Nominal P.5,0.774113918,,8
Nominal A.5,Nominal B.6,Nominal C.2,9,7/29/19,-2.35423315,,FALSE,0.984679109,176162,806646,494461,,,17.44152691,Nominal P.5,0.96089526,0.936846824,
Nominal A.1,Nominal B.1,Nominal C.2,2,6/6/22,-4.649058963,,TRUE,,520809,9876,43471,Ordinal M.1,FALSE,34.35041682,,0.716596391,,7
Nominal A.3,Nominal B.7,Nominal C.1,2,7/17/21,9.39595721,Ordinal G.1,FALSE,,,28869,943627,Ordinal M.3,FALSE,38.44450745,Nominal P.6,0.011956477,0.375028986,2
Nominal A.4,Nominal B.7,Nominal C.2,4,1/3/20,-1.910500462,Ordinal G.6,TRUE,0.532579037,444183,,642221,,,26.22043723,Nominal P.6,0.826030756,,8
Nominal A.4,Nominal B.4,Nominal C.1,4,12/20/22,-5.78686398,Ordinal G.4,FALSE,,360265,,,,TRUE,,,0.743231388,,0
Nominal A.2,Nominal B.6,Nominal C.3,7,7/13/21,-4.209993056,,TRUE,0.922109856,53982,335116,164385,Ordinal M.3,,,Nominal P.4,0.233796963,,
Nominal A.4,Nominal B.2,Nominal C.2,9,10/27/23,-7.017570538,,FALSE,0.50642873,916764,,276093,,FALSE,43.29775907,,0.364991573,0.744630736,4
Nominal A.4,Nominal B.7,Nominal C.1,7,12/17/17,7.268607884,,FALSE,,639466,605659,729616,,TRUE,17.09112272,,0.357225121,0.313800042,
Nominal A.1,,Nominal C.1,0,1/19/23,2.039589122,Ordinal G.4,TRUE,,983382,949400,731632,,TRUE,7.124944678,,0.22711917,0.178353852,9
